term,estimate,std.error,conf.low,conf.high,p.value
(Intercept),149.79720748622168,3.8665147052355664,142.03450650340847,157.5599084690349,1.9015313143497522e-39
ed_volumeMedium,26.501559860301608,1.900839862930433,22.774708364886955,30.22841135571626,4.7382603764014725e-43
ed_volumeHigh,45.53008856028582,2.1994734500958972,41.2177285017165,49.84244861885514,5.819089742926235e-90
ed_volumeVery high,52.38649866776084,2.1031054488133876,48.26308252553619,56.50991480998549,2.3091008286257708e-126
hospital_typeCritical access,-27.046921962484532,1.9140133028076363,-30.799597820895777,-23.294246104073288,3.761488036675741e-44
hospital_ownershipGovernment,2.2525867994850364,1.6444875479687875,-0.9716443175372036,5.476817916507276,0.17084173773295527
hospital_ownershipProprietary,-15.642530351892821,1.8178467223831234,-19.206657717786047,-12.078402985999595,1.127938280110702e-17
hospital_ownershipOther,-1.1880815613293125,6.194264748503395,-13.332779016509175,10.95661589385055,0.8479071667725214
