effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),149.6347874242342,3.837334179371352,38.99446345555132,50.76133328339181,1.6521981119767174e-39,141.93013805697103,157.33943679149735
fixed,ed_volumeMedium,26.68203741181624,1.8849473972920654,14.155322026571099,3569.1329038396975,2.6774286565228517e-44,22.986355127486423,30.377719696146055
fixed,ed_volumeHigh,46.037246608472465,2.1819060786301865,21.099554678070707,3575.4466256906007,3.100602356595051e-93,41.759341123115846,50.315152093829084
fixed,ed_volumeVery high,52.66305138169371,2.0917151337984525,25.17697105631214,3579.6186196397052,6.40085983587252e-129,48.56197837917354,56.764124384213886
fixed,hospital_typeCritical access,-26.873030291252594,1.9071881621663902,-14.09039277001767,3580.41428096898,6.356285375208572e-44,-30.612314464465,-23.133746118040186
fixed,hospital_typeDepartment of Defense,-25.83324547046142,8.966670528240618,-2.8810298526191365,3560.9259445523944,0.003987473840943174,-43.413572314961044,-8.252918625961794
fixed,hospital_ownershipGovernment,2.2301371650920894,1.6418786076730303,1.3582838308934269,3592.847274158354,0.17445891966981236,-0.9889702252506036,5.449244555434783
fixed,hospital_ownershipProprietary,-15.658794396453331,1.8148032927589057,-8.628370060233069,3583.6097255177488,9.206417423873028e-18,-19.216945248320187,-12.100643544586475
fixed,hospital_ownershipOther,-1.2606576780380914,6.186267681729772,-0.20378324102612916,3560.040235191983,0.8385345372164426,-13.389643197227869,10.868327841151686
