_id,Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
1036,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,5841
1037,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,497918
1038,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,25935
1039,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,65095
1040,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,73190
1041,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,9207
1042,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,4590
1043,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,3765
1044,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,6987
1045,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,388859
1046,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,19175
1047,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,50231
1048,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,59526
1049,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,3661
1050,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,982
1051,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,1225
1052,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,2434
1053,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,465612
1054,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,9123
1055,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,57153
1056,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,31935
1057,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,480
1058,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,41
1059,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,96
1060,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,60
1061,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,193299
1062,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,1575
1063,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,16351
1064,2020,75.01-100 (Most Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,2569
1065,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,13230
1066,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,10384
1067,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,6448
1068,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,13082
1069,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,316625
1070,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,18355
1071,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,45483
1072,2020,75.01-100 (Most Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,42702
1073,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,17238
1074,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,11310
1075,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,6516
1076,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,18778
1077,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,285112
1078,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,14303
1079,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,37626
1080,2020,75.01-100 (Most Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,38256
1081,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,8684
1082,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,3051
1083,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,2682
1084,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,7812
1085,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,390202
1086,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,7128
1087,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,50572
1088,2020,75.01-100 (Most Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,21883
