_id,Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
816,2020,0-25 (Least Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,90302
817,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,2656
818,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1310
819,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,1369
820,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,1940
821,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,144433
822,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3948
823,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,13742
824,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,13873
825,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,190
826,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,152
827,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,95
828,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,231
829,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,7246
830,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,529
831,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,893
832,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,1591
833,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,452
834,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,212
835,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,163
836,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,292
837,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,137097
838,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1803
839,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,9629
840,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,7572
841,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,4179
842,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,2090
843,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,1700
844,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,2716
845,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,205892
846,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,8506
847,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,21572
848,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,31222
849,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,8157
850,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,3237
851,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,2372
852,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,6111
853,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,1054645
854,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,19946
855,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,83460
856,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,75982
857,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,12520
858,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,7605
859,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,4710
860,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,11880
861,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,643602
862,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,33934
863,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,84744
864,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,106516
865,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,1904
866,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,912
867,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,989
868,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,1244
869,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,128216
870,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,3332
871,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,12793
872,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,11248
873,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,78
874,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,41
875,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,27
876,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,83
877,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,5105
878,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,290
879,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,630
880,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,888
881,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,881
882,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,141
883,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,145
884,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,197
885,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,145268
886,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1609
887,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,11365
888,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,6917
889,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,4459
890,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,1919
891,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,2064
892,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,2209
893,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,136711
894,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,5490
895,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,15823
896,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,18530
897,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,4292
898,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,2028
899,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,1840
900,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,3214
901,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,503404
902,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,11556
903,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,48924
904,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,38046
905,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,9208
906,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,5374
907,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,4062
908,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,8351
909,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,728717
910,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,34029
911,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,104679
912,2020,50.01-75 (Somewhat Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,92780
913,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Homeless,2508
914,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Homeless,1445
915,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Homeless,939
916,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Homeless,2602
917,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,All Other Diagnoses,Not Homeless,101033
918,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Co-Occuring Disorders,Not Homeless,2727
919,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Mental Health Disorders,Not Homeless,10817
920,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Other Race/Ethnicity,Substance Use Disorders,Not Homeless,7720
921,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Homeless,133
922,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Homeless,96
923,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Homeless,50
924,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Homeless,145
925,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,All Other Diagnoses,Not Homeless,2633
926,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Co-Occuring Disorders,Not Homeless,127
927,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Mental Health Disorders,Not Homeless,348
928,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,American Indian/Alaska Native,Substance Use Disorders,Not Homeless,396
929,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Homeless,972
930,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Homeless,500
931,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Homeless,486
932,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Homeless,726
933,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,All Other Diagnoses,Not Homeless,161602
934,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Co-Occuring Disorders,Not Homeless,1721
935,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Mental Health Disorders,Not Homeless,12795
936,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Asian/Pacific Islander,Substance Use Disorders,Not Homeless,6790
937,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Homeless,11680
938,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Homeless,6845
939,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Homeless,5165
940,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Homeless,8956
941,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,All Other Diagnoses,Not Homeless,75179
942,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Co-Occuring Disorders,Not Homeless,3930
943,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Mental Health Disorders,Not Homeless,9690
944,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Black,Substance Use Disorders,Not Homeless,11452
945,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Homeless,6975
946,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Homeless,3687
947,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Homeless,2194
948,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Homeless,7794
949,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,All Other Diagnoses,Not Homeless,237232
950,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Co-Occuring Disorders,Not Homeless,6010
951,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Mental Health Disorders,Not Homeless,24341
952,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,Hispanic,Substance Use Disorders,Not Homeless,19025
953,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Homeless,17377
954,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Homeless,12229
955,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Homeless,6921
956,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Homeless,19537
957,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,All Other Diagnoses,Not Homeless,607577
958,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Co-Occuring Disorders,Not Homeless,26848
959,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Mental Health Disorders,Not Homeless,92049
960,2020,75.01-100 (Most Healthy),ED Visit,Race/Ethnicity Group,White,Substance Use Disorders,Not Homeless,60049
961,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,523
962,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,25
963,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,94
964,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,68
965,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,609847
966,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2176
967,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,26970
968,2020,0-25 (Least Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,6471
969,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,11859
970,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,6520
971,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,5277
972,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,8933
973,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,911568
974,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,33848
975,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,81563
976,2020,0-25 (Least Healthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,131998
977,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,12924
978,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,5967
979,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,4211
980,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,10278
981,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,581421
982,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,25497
983,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,57653
984,2020,0-25 (Least Healthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,101441
985,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,5454
986,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,1501
987,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,1174
988,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,3755
989,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,446404
990,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,9013
991,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,40771
992,2020,0-25 (Least Healthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,45112
993,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,568
994,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,52
995,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,124
996,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,75
997,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,456114
998,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2318
999,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,24811
1000,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,5530
1001,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,10198
1002,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,7136
1003,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,4594
1004,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Homeless,8433
1005,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Not Homeless,730352
1006,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Not Homeless,32048
1007,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Not Homeless,77866
1008,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,19 to 39,Substance Use Disorders,Not Homeless,106760
1009,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Homeless,12068
1010,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Homeless,6054
1011,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Homeless,4231
1012,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Homeless,10781
1013,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,All Other Diagnoses,Not Homeless,516224
1014,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Co-Occuring Disorders,Not Homeless,24178
1015,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Mental Health Disorders,Not Homeless,58411
1016,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,40 to 59,Substance Use Disorders,Not Homeless,83500
1017,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,All Other Diagnoses,Homeless,5317
1018,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Homeless,1364
1019,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Mental Health Disorders,Homeless,1460
1020,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Substance Use Disorders,Homeless,3881
1021,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,All Other Diagnoses,Not Homeless,490218
1022,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Co-Occuring Disorders,Not Homeless,10122
1023,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Mental Health Disorders,Not Homeless,52952
1024,2020,25.01-50 (Somewhat Unhealthy),ED Visit,Age Group,60+,Substance Use Disorders,Not Homeless,40964
1025,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Homeless,265
1026,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Homeless,47
1027,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Homeless,78
1028,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Homeless,36
1029,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,All Other Diagnoses,Not Homeless,295031
1030,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Co-Occuring Disorders,Not Homeless,2072
1031,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Mental Health Disorders,Not Homeless,21735
1032,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,0 to 18,Substance Use Disorders,Not Homeless,3755
1033,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,All Other Diagnoses,Homeless,7689
1034,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Co-Occuring Disorders,Homeless,4796
1035,2020,50.01-75 (Somewhat Healthy),ED Visit,Age Group,19 to 39,Mental Health Disorders,Homeless,4059
